season,season_label,team,players_tracked,avg_reg_fta_per_g,avg_po_fta_per_g,avg_fta_per_g_change,avg_fta_per_g_pct_change,sum_reg_fta_total,sum_po_fta_total,avg_reg_fga_per_g,avg_po_fga_per_g,avg_fga_per_g_pct_change,sum_reg_fga_total,sum_po_fga_total,avg_fta_rate_change,avg_fta_change_minus_fga_change
2002,2001-02,BOS,5,3.7,3.6400000000000006,-0.05999999999999979,-0.11656108597285061,1473.0,288.0,12.24,12.059999999999999,-0.020646406658399598,4876.0,952.0,-0.05872892708865422,-0.09591467931445104
2002,2001-02,CHH,5,4.34,4.840000000000001,0.5000000000000002,0.27512195121951233,1493.0,209.0,11.379999999999999,10.48,0.007802533211392526,3820.0,419.0,0.13654257638868078,0.26731941800811976
2002,2001-02,DAL,4,4.1,5.25,1.1500000000000004,0.1891339869281046,1208.0,167.0,13.125,14.175,-0.0021964441783354077,3874.0,453.0,0.013440380918168404,0.19133043110644
2002,2001-02,DET,5,3.8600000000000003,3.96,0.1,0.09885755502815394,1490.0,184.0,10.440000000000001,9.64,-0.1248532960946072,4048.0,471.0,0.18862370689012103,0.22371085112276115
2002,2001-02,IND,4,3.575,3.0,-0.575,-0.22702791153145566,1106.0,60.0,10.4,9.55,-0.16478649608316856,3200.0,191.0,0.009551083036492686,-0.06224141544828707
2002,2001-02,LAL,5,4.64,4.4399999999999995,-0.1999999999999999,-0.15415865041859658,1699.0,423.0,11.14,11.66,-0.02584160127739704,4174.0,1107.0,-0.042967850909700483,-0.1283170491411995
2002,2001-02,MIN,5,3.38,5.62,2.2399999999999998,0.5749161782744991,1304.0,84.0,11.2,11.6,-0.008988375764578716,4386.0,174.0,0.27008809253641763,0.5839045540390779
2002,2001-02,NJN,5,2.96,3.66,0.7,0.21543455219925806,1160.0,364.0,10.68,11.1,-0.004645918001013066,4219.0,1109.0,0.06038558041078622,0.22008047020027113
2002,2001-02,ORL,5,3.46,5.220000000000001,1.7600000000000002,0.5375578199158737,1276.0,104.0,11.78,11.379999999999999,-0.005750236904190598,4364.0,227.0,0.1458514333307482,0.5433080568200643
2002,2001-02,PHI,5,4.9399999999999995,5.6,0.6599999999999999,0.059529189963972585,1625.0,140.0,13.8,11.64,-0.15245073322617844,4507.0,291.0,0.11734308718862443,0.211979923190151
2002,2001-02,POR,5,3.3600000000000003,3.8,0.43999999999999995,0.12116776116776115,1258.0,57.0,10.940000000000001,10.879999999999999,-0.08599585443226562,4137.0,163.0,0.049887142081912125,0.20716361560002677
2002,2001-02,SAC,5,4.2,4.4399999999999995,0.23999999999999994,0.058247476483242286,1473.0,332.0,12.5,11.9,-0.04139793120925193,4343.0,872.0,0.04487479715315447,0.0996454076924942
2002,2001-02,SAS,5,4.34,4.4799999999999995,0.13999999999999996,0.044556512431275216,1744.0,207.0,10.2,10.18,-0.01851036121420408,4103.0,460.0,-0.0319017303614339,0.06306687364547929
2002,2001-02,SEA,5,3.4199999999999995,3.22,-0.1999999999999999,-0.05445302174696622,1232.0,72.0,12.959999999999999,12.34,-0.06621738410804498,4758.0,287.0,-0.025091536727185577,0.011764362361078761
2002,2001-02,TOR,4,3.275,3.3,0.025000000000000022,-0.02475270301357256,961.0,66.0,10.0,10.25,0.040293356341673865,2894.0,205.0,-0.03322731714852386,-0.06504605935524643
2002,2001-02,UTA,5,4.58,3.7600000000000002,-0.82,-0.2344017094017094,1738.0,75.0,10.2,10.459999999999999,0.0044590697523028185,3811.0,209.0,-0.1219497843323802,-0.23886077915401221
