season,season_label,team,team_fta_rank,player,pos,age,reg_games,po_games,made_playoffs,reg_mp_per_g,po_mp_per_g,reg_fta_per_g,po_fta_per_g,fta_per_g_change,fta_per_g_pct_change,reg_fta_total,po_fta_total,fta_total_change,reg_fga_per_g,po_fga_per_g,fga_per_g_change,fga_per_g_pct_change,reg_fga_total,po_fga_total,fga_total_change,reg_fta_rate,po_fta_rate,fta_rate_change,fta_change_minus_fga_change
2014,2013-14,ATL,1.0,Paul Millsap,PF,28.0,74.0,7.0,True,33.5,38.1,5.3,8.0,2.7,0.5094339622641509,391.0,56.0,-335.0,14.1,14.7,0.5999999999999996,0.04255319148936168,1047.0,103.0,-944.0,0.375886524822695,0.54421768707483,0.16833116225213496,0.4668807707747893
2014,2013-14,ATL,2.0,Jeff Teague,PG,25.0,79.0,7.0,True,32.2,34.6,4.8,5.7,0.9000000000000004,0.18750000000000008,376.0,40.0,-336.0,13.2,16.0,2.8000000000000007,0.21212121212121218,1040.0,112.0,-928.0,0.36363636363636365,0.35625,-0.007386363636363635,-0.0246212121212121
2014,2013-14,ATL,3.0,Lou Williams,PG,27.0,60.0,7.0,True,24.1,19.0,3.0,2.3,-0.7000000000000002,-0.2333333333333334,179.0,16.0,-163.0,8.2,7.1,-1.0999999999999996,-0.13414634146341461,493.0,50.0,-443.0,0.3658536585365854,0.323943661971831,-0.041909996564754415,-0.09918699186991878
2014,2013-14,ATL,4.0,DeMarre Carroll,SF,27.0,73.0,7.0,True,32.1,35.1,1.9,1.6,-0.2999999999999998,-0.15789473684210517,141.0,11.0,-130.0,8.8,7.0,-1.8000000000000007,-0.2045454545454546,642.0,49.0,-593.0,0.21590909090909088,0.2285714285714286,0.012662337662337708,0.04665071770334944
2014,2013-14,ATL,5.0,Mike Scott,PF,25.0,80.0,7.0,True,18.5,20.9,1.7,2.0,0.30000000000000004,0.17647058823529416,132.0,14.0,-118.0,7.9,9.0,1.0999999999999996,0.13924050632911386,628.0,63.0,-565.0,0.2151898734177215,0.2222222222222222,0.00703234880450071,0.037230081906180296
2014,2013-14,BOS,1.0,Jeff Green,SF,27.0,82.0,,False,34.2,,4.3,,,,356.0,,,14.3,,,,1171.0,,,0.3006993006993007,,,
2014,2013-14,BOS,2.0,Brandon Bass,PF,28.0,82.0,,False,27.6,,2.9,,,,239.0,,,8.8,,,,725.0,,,0.32954545454545453,,,
2014,2013-14,BOS,3.0,Jared Sullinger,PF,21.0,74.0,,False,27.6,,2.7,,,,203.0,,,12.1,,,,899.0,,,0.22314049586776863,,,
2014,2013-14,BOS,4.0,Kris Humphries,PF,28.0,69.0,,False,19.9,,2.1,,,,144.0,,,6.7,,,,461.0,,,0.31343283582089554,,,
2014,2013-14,BOS,5.0,Jordan Crawford,PG,25.0,39.0,,False,30.7,,3.2,,,,126.0,,,11.7,,,,455.0,,,0.27350427350427353,,,
2014,2013-14,BRK,1.0,Paul Pierce,SF,36.0,75.0,12.0,True,28.0,30.7,4.1,2.7,-1.3999999999999995,-0.34146341463414626,310.0,32.0,-278.0,9.5,10.8,1.3000000000000007,0.13684210526315796,712.0,129.0,-583.0,0.431578947368421,0.25,-0.181578947368421,-0.4783055198973042
2014,2013-14,BRK,2.0,Andray Blatche,PF,27.0,73.0,12.0,True,22.2,14.3,3.0,2.5,-0.5,-0.16666666666666666,221.0,30.0,-191.0,9.2,4.8,-4.3999999999999995,-0.47826086956521735,674.0,58.0,-616.0,0.32608695652173914,0.5208333333333334,0.19474637681159424,0.31159420289855067
2014,2013-14,BRK,3.0,Deron Williams,PG,29.0,64.0,12.0,True,32.2,35.7,3.4,3.8,0.3999999999999999,0.11764705882352938,216.0,45.0,-171.0,11.2,12.7,1.5,0.13392857142857142,716.0,152.0,-564.0,0.3035714285714286,0.2992125984251969,-0.004358830146231729,-0.016281512605042042
2014,2013-14,BRK,4.0,Mason Plumlee,C,23.0,70.0,10.0,True,18.2,11.4,2.8,1.8,-0.9999999999999998,-0.3571428571428571,195.0,18.0,-177.0,4.3,1.6,-2.6999999999999997,-0.627906976744186,302.0,16.0,-286.0,0.6511627906976744,1.125,0.47383720930232565,0.27076411960132896
2014,2013-14,BRK,5.0,Joe Johnson,SG,32.0,79.0,12.0,True,32.6,39.1,2.5,3.6,1.1,0.44000000000000006,195.0,43.0,-152.0,12.9,15.3,2.4000000000000004,0.186046511627907,1018.0,184.0,-834.0,0.19379844961240308,0.23529411764705882,0.041495668034655736,0.2539534883720931
2014,2013-14,CHA,1.0,Kemba Walker,PG,23.0,73.0,4.0,True,35.8,38.3,4.6,4.5,-0.09999999999999964,-0.021739130434782532,337.0,18.0,-319.0,15.7,13.8,-1.8999999999999986,-0.1210191082802547,1143.0,55.0,-1088.0,0.2929936305732484,0.32608695652173914,0.03309332594849074,0.09927997784547216
2014,2013-14,CHA,2.0,Gerald Henderson,SG,26.0,77.0,4.0,True,32.0,29.8,4.0,4.3,0.2999999999999998,0.07499999999999996,309.0,17.0,-292.0,12.1,9.3,-2.799999999999999,-0.23140495867768587,930.0,37.0,-893.0,0.3305785123966942,0.4623655913978494,0.13178707900115516,0.3064049586776858
2014,2013-14,CHA,3.0,Al Jefferson,C,29.0,73.0,3.0,True,35.0,35.3,3.8,1.7,-2.0999999999999996,-0.5526315789473684,277.0,5.0,-272.0,18.8,17.7,-1.1000000000000014,-0.05851063829787241,1376.0,53.0,-1323.0,0.20212765957446807,0.096045197740113,-0.10608246183435507,-0.49412094064949597
2014,2013-14,CHA,4.0,Ramon Sessions,PG,27.0,55.0,,False,23.7,,4.3,,,,234.0,,,8.5,,,,465.0,,,0.5058823529411764,,,
2014,2013-14,CHA,5.0,Cody Zeller,C,21.0,82.0,4.0,True,17.3,13.3,2.4,1.0,-1.4,-0.5833333333333334,200.0,4.0,-196.0,4.9,2.3,-2.6000000000000005,-0.5306122448979592,404.0,9.0,-395.0,0.48979591836734687,0.4347826086956522,-0.055013309671694655,-0.05272108843537415
2014,2013-14,CHI,1.0,Jimmy Butler,SG,24.0,67.0,5.0,True,38.7,43.6,5.0,4.6,-0.40000000000000036,-0.08000000000000007,338.0,23.0,-315.0,10.3,11.4,1.0999999999999996,0.10679611650485432,693.0,57.0,-636.0,0.48543689320388345,0.40350877192982454,-0.08192812127405891,-0.1867961165048544
2014,2013-14,CHI,2.0,Joakim Noah,C,28.0,80.0,5.0,True,35.3,42.0,4.2,3.4,-0.8000000000000003,-0.19047619047619052,335.0,17.0,-318.0,10.0,8.2,-1.8000000000000007,-0.18000000000000008,800.0,41.0,-759.0,0.42000000000000004,0.41463414634146345,-0.00536585365853659,-0.010476190476190445
2014,2013-14,CHI,3.0,Taj Gibson,PF,28.0,82.0,5.0,True,28.7,30.8,3.4,7.2,3.8000000000000003,1.1176470588235294,281.0,36.0,-245.0,10.9,11.4,0.5,0.04587155963302752,896.0,57.0,-839.0,0.3119266055045871,0.631578947368421,0.3196523418638339,1.071775499190502
2014,2013-14,CHI,4.0,D.J. Augustin,PG,26.0,61.0,5.0,True,30.4,28.2,3.6,3.8,0.19999999999999973,0.05555555555555548,221.0,19.0,-202.0,11.4,14.4,3.0,0.2631578947368421,694.0,72.0,-622.0,0.3157894736842105,0.2638888888888889,-0.051900584795321614,-0.20760233918128662
2014,2013-14,CHI,5.0,Carlos Boozer,PF,32.0,76.0,5.0,True,28.2,24.2,2.5,1.8,-0.7,-0.27999999999999997,193.0,9.0,-184.0,12.9,9.4,-3.5,-0.2713178294573643,980.0,47.0,-933.0,0.19379844961240308,0.19148936170212766,-0.002309087910275426,-0.008682170542635648
2014,2013-14,CLE,1.0,Tristan Thompson,PF,22.0,82.0,,False,31.6,,4.1,,,,339.0,,,9.3,,,,761.0,,,0.4408602150537634,,,
2014,2013-14,CLE,2.0,Kyrie Irving,PG,21.0,71.0,,False,35.2,,4.8,,,,338.0,,,17.4,,,,1237.0,,,0.27586206896551724,,,
2014,2013-14,CLE,3.0,Dion Waiters,SG,22.0,70.0,,False,29.6,,3.4,,,,235.0,,,14.2,,,,993.0,,,0.23943661971830987,,,
2014,2013-14,CLE,4.0,Jarrett Jack,PG,30.0,80.0,,False,28.2,,1.9,,,,149.0,,,8.7,,,,698.0,,,0.21839080459770116,,,
2014,2013-14,CLE,5.0,Luol Deng,SF,28.0,40.0,,False,33.8,,3.6,,,,144.0,,,12.7,,,,506.0,,,0.28346456692913385,,,
2014,2013-14,DAL,1.0,Monta Ellis,SG,28.0,82.0,7.0,True,36.9,35.6,5.2,4.4,-0.7999999999999998,-0.1538461538461538,430.0,31.0,-399.0,15.6,18.1,2.5000000000000018,0.16025641025641038,1278.0,127.0,-1151.0,0.33333333333333337,0.2430939226519337,-0.09023941068139968,-0.3141025641025642
2014,2013-14,DAL,2.0,Dirk Nowitzki,PF,35.0,80.0,7.0,True,32.9,37.6,4.7,4.4,-0.2999999999999998,-0.0638297872340425,376.0,31.0,-345.0,15.9,18.0,2.0999999999999996,0.13207547169811318,1273.0,126.0,-1147.0,0.29559748427672955,0.24444444444444446,-0.051153039832285085,-0.19590525893215568
2014,2013-14,DAL,3.0,Vince Carter,SG,37.0,81.0,7.0,True,24.4,27.1,2.4,2.0,-0.3999999999999999,-0.16666666666666663,196.0,14.0,-182.0,10.0,9.7,-0.3000000000000007,-0.030000000000000072,811.0,68.0,-743.0,0.24,0.2061855670103093,-0.033814432989690696,-0.13666666666666655
2014,2013-14,DAL,4.0,Samuel Dalembert,C,32.0,80.0,7.0,True,20.2,19.3,1.7,2.1,0.40000000000000013,0.2352941176470589,137.0,15.0,-122.0,4.7,3.4,-1.3000000000000003,-0.27659574468085113,377.0,24.0,-353.0,0.36170212765957444,0.6176470588235294,0.255944931163955,0.51188986232791
2014,2013-14,DAL,5.0,DeJuan Blair,PF,24.0,78.0,6.0,True,15.6,13.5,1.6,2.2,0.6000000000000001,0.37500000000000006,121.0,13.0,-108.0,5.0,4.5,-0.5,-0.1,393.0,27.0,-366.0,0.32,0.48888888888888893,0.16888888888888892,0.4750000000000001
2014,2013-14,DEN,1.0,Ty Lawson,PG,26.0,62.0,,False,35.8,,6.5,,,,406.0,,,13.0,,,,806.0,,,0.5,,,
2014,2013-14,DEN,2.0,Kenneth Faried,PF,24.0,80.0,,False,27.2,,3.9,,,,311.0,,,10.3,,,,820.0,,,0.37864077669902907,,,
2014,2013-14,DEN,3.0,J.J. Hickson,PF,25.0,69.0,,False,26.9,,4.2,,,,290.0,,,9.5,,,,654.0,,,0.4421052631578948,,,
2014,2013-14,DEN,4.0,Timofey Mozgov,C,27.0,82.0,,False,21.6,,3.2,,,,260.0,,,6.6,,,,545.0,,,0.4848484848484849,,,
