season,season_label,team,players_tracked,avg_reg_fta_per_g,avg_po_fta_per_g,avg_fta_per_g_change,avg_fta_per_g_pct_change,sum_reg_fta_total,sum_po_fta_total,avg_reg_fga_per_g,avg_po_fga_per_g,avg_fga_per_g_pct_change,sum_reg_fga_total,sum_po_fga_total,avg_fta_rate_change,avg_fta_change_minus_fga_change
2003,2002-03,BOS,5,4.0,3.78,-0.2200000000000001,-0.24569814959907843,1536.0,189.0,11.98,11.360000000000001,-0.027173240015738093,4554.0,568.0,-0.056382349543721344,-0.2185249095833403
2003,2002-03,DAL,5,3.7,3.4,-0.30000000000000004,-0.06896172756193963,1436.0,318.0,13.1,13.12,-0.025826312490587255,5002.0,1247.0,-0.05077803970575765,-0.04313541507135239
2003,2002-03,DET,5,4.1,5.0600000000000005,0.9600000000000002,0.2932305923839175,1617.0,403.0,11.02,10.64,-0.04711645767602353,4354.0,851.0,0.157880961698717,0.3403470500599411
2003,2002-03,IND,5,4.7,5.2,0.5000000000000002,0.017350374493231673,1742.0,156.0,11.559999999999999,10.26,-0.12793542326994997,4306.0,308.0,0.05462191598066538,0.14528579776318165
2003,2002-03,LAL,5,4.84,4.619999999999999,-0.2200000000000001,-0.1555119825708061,1802.0,276.0,12.72,13.719999999999999,0.08982456457625511,4847.0,817.0,-0.05944768949327654,-0.24533654714706116
2003,2002-03,MIL,4,3.35,3.3499999999999996,-1.1102230246251565e-16,0.2018651115868212,1012.0,81.0,11.875,11.575,-0.010483667277952385,3640.0,278.0,0.011519281503454604,0.21234877886477355
2003,2002-03,MIN,5,3.2399999999999998,4.3,1.06,0.45845352756988833,1216.0,129.0,11.4,12.139999999999999,0.036409206089514416,4192.0,364.0,0.13795488889869958,0.42204432148037385
2003,2002-03,NJN,5,4.2,4.220000000000001,0.020000000000000108,0.005686151576618129,1656.0,420.0,10.940000000000001,11.34,0.022638224038000067,4296.0,1130.0,-0.012876163007217278,-0.016952072461381938
2003,2002-03,NOH,5,3.3600000000000003,4.1,0.7400000000000002,0.10088966588966594,1306.0,104.0,11.32,10.1,-0.140090282628413,4364.0,260.0,0.08003754025180923,0.24097994851807894
2003,2002-03,ORL,3,4.666666666666667,4.8999999999999995,0.2333333333333334,-0.03302704317944116,1069.0,103.0,12.799999999999999,10.966666666666667,-0.24945036024581477,2961.0,230.0,0.07908502713972666,0.2164233170663736
2003,2002-03,PHI,5,4.32,4.3,-0.019999999999999928,-0.08076863354037268,1687.0,257.0,11.68,11.139999999999999,-0.16239162682689262,4520.0,665.0,0.056101367158021644,0.08162299328651992
2003,2002-03,PHO,5,3.66,3.2,-0.4600000000000001,-0.2121339047990129,1486.0,96.0,12.059999999999999,12.3,-0.07684130167519769,4900.0,369.0,-0.049642206688091176,-0.13529260312381525
2003,2002-03,POR,5,3.2600000000000002,3.7,0.4399999999999998,0.21383526383526377,1240.0,123.0,10.22,9.0,-0.1401835291743548,3870.0,301.0,0.1589365718324482,0.3540187930096186
2003,2002-03,SAC,5,3.54,4.34,0.7999999999999999,0.21291008722178387,1230.0,226.0,12.739999999999998,12.66,0.014168631815939876,4379.0,662.0,0.06449688368723018,0.19874145540584398
2003,2002-03,SAS,5,4.16,4.74,0.5799999999999998,0.12111395850526283,1627.0,564.0,10.94,10.940000000000001,-0.023756614313585105,4303.0,1305.0,0.06880063964051708,0.14487057281884796
2003,2002-03,UTA,5,4.4799999999999995,4.8,0.31999999999999984,0.11930171277997363,1805.0,120.0,9.76,10.559999999999999,0.17563373181621778,3917.0,264.0,-0.016741557118863205,-0.056332019036244144
