season,season_label,team,players_tracked,avg_reg_fta_per_g,avg_po_fta_per_g,avg_fta_per_g_change,avg_fta_per_g_pct_change,sum_reg_fta_total,sum_po_fta_total,avg_reg_fga_per_g,avg_po_fga_per_g,avg_fga_per_g_pct_change,sum_reg_fga_total,sum_po_fga_total,avg_fta_rate_change,avg_fta_change_minus_fga_change
2024,2023-24,BOS,5,3.9799999999999995,3.62,-0.3599999999999999,-0.17312118028300172,1334.0,304.0,12.940000000000001,11.959999999999999,-0.16826448605374852,4426.0,1023.0,-0.030982467093538406,-0.004856694229253172
2024,2023-24,CLE,5,3.88,4.04,0.1600000000000001,-0.006189277740451249,1179.0,174.0,13.66,13.52,-0.02847514128817729,4121.0,681.0,0.03428958056234683,0.022285863547726027
2024,2023-24,DAL,5,3.5199999999999996,2.56,-0.96,-0.3716201423097975,1212.0,270.0,12.74,10.52,-0.3060173491106498,4360.0,1123.0,0.30061056068142683,-0.06560279319914761
2024,2023-24,DEN,5,3.08,2.52,-0.5599999999999999,-0.23669473725925338,1138.0,152.0,11.6,12.52,0.015472798759629175,4183.0,751.0,-0.05828831538817729,-0.25216753601888253
2024,2023-24,IND,4,3.375,2.5250000000000004,-0.8499999999999999,-0.21497410377384701,854.0,170.0,12.9,12.95,-0.0020816245769384265,3240.0,851.0,-0.05857043590733965,-0.21289247919690857
2024,2023-24,LAC,5,3.5200000000000005,3.3600000000000003,-0.15999999999999998,3.7824494346261337e-05,1259.0,95.0,12.58,12.9,0.0990964917481348,4507.0,339.0,-0.033526326514927686,-0.09905866725378855
2024,2023-24,LAL,5,4.0600000000000005,3.12,-0.9400000000000001,-0.26335228445445164,1518.0,78.0,14.079999999999998,14.64,0.019646984609459572,5248.0,366.0,-0.06688633548713455,-0.2829992690639112
2024,2023-24,MIA,4,3.1,2.0,-1.0999999999999999,-0.4211310428701733,781.0,38.0,11.9,12.45,-0.019288883159850972,2808.0,236.0,-0.15125735920215466,-0.4018421597103223
2024,2023-24,MIL,4,3.1,4.8,1.7,0.6417812579577286,892.0,96.0,12.5,16.75,0.36078945360195364,3593.0,361.0,0.044207234903128716,0.28099180435577487
2024,2023-24,MIN,5,3.94,3.7399999999999998,-0.20000000000000004,-0.1039493811709081,1473.0,293.0,11.82,10.879999999999999,-0.12629014770549554,4407.0,859.0,0.01234726298098524,0.022340766534587442
2024,2023-24,NOP,4,3.0,3.025,0.02499999999999991,0.037142857142857144,821.0,48.0,10.825,11.65,0.12492152883467579,2945.0,186.0,-0.01215626299002344,-0.08777867169181869
2024,2023-24,NYK,3,3.3333333333333335,4.866666666666666,1.5333333333333332,0.6225885225885227,769.0,190.0,11.566666666666668,14.5,0.25900671795197827,2692.0,566.0,0.022337067961159668,0.3635818046365444
2024,2023-24,OKC,5,3.7600000000000002,3.3600000000000003,-0.39999999999999997,-0.15548190800235556,1424.0,168.0,12.86,13.379999999999999,0.020793011023157337,4937.0,669.0,-0.0445414536123417,-0.1762749190255129
2024,2023-24,ORL,5,3.7600000000000002,4.26,0.49999999999999983,0.17679912679912674,1456.0,149.0,11.72,11.74,-0.044859701499143576,4532.0,411.0,0.048671857363501374,0.22165882829827027
2024,2023-24,PHI,5,4.88,4.1,-0.7799999999999999,-0.3892389752836,1360.0,123.0,14.9,13.180000000000001,-0.22799035951234728,4579.0,395.0,-0.042250988847229866,-0.16124861577125274
2024,2023-24,PHO,5,4.04,4.98,0.9400000000000002,0.07973999749153396,1422.0,95.0,13.919999999999998,11.38,-0.2297709017099201,4785.0,222.0,0.20100687006688522,0.309510899201454
