season,season_label,team,team_fta_rank,player,pos,age,reg_games,po_games,made_playoffs,reg_mp_per_g,po_mp_per_g,reg_fta_per_g,po_fta_per_g,fta_per_g_change,fta_per_g_pct_change,reg_fta_total,po_fta_total,fta_total_change,reg_fga_per_g,po_fga_per_g,fga_per_g_change,fga_per_g_pct_change,reg_fga_total,po_fga_total,fga_total_change,reg_fta_rate,po_fta_rate,fta_rate_change,fta_change_minus_fga_change
2006,2005-06,ATL,1.0,Zaza Pachulia,C,21.0,78.0,,False,31.4,,5.2,,,,404.0,,,8.7,,,,681.0,,,0.5977011494252874,,,
2006,2005-06,ATL,2.0,Al Harrington,PF,25.0,76.0,,False,36.6,,4.6,,,,350.0,,,16.1,,,,1220.0,,,0.28571428571428564,,,
2006,2005-06,ATL,3.0,Joe Johnson,SG,24.0,82.0,,False,40.7,,4.0,,,,330.0,,,17.0,,,,1395.0,,,0.23529411764705882,,,
2006,2005-06,ATL,4.0,Josh Smith,SF,20.0,80.0,,False,32.0,,3.7,,,,292.0,,,9.7,,,,774.0,,,0.3814432989690722,,,
2006,2005-06,ATL,5.0,Marvin Williams,PF,19.0,79.0,,False,24.7,,3.2,,,,253.0,,,6.7,,,,531.0,,,0.47761194029850745,,,
2006,2005-06,BOS,1.0,Paul Pierce,SF,28.0,79.0,,False,39.0,,10.3,,,,812.0,,,18.5,,,,1462.0,,,0.5567567567567568,,,
2006,2005-06,BOS,2.0,Ricky Davis,SG,26.0,42.0,,False,41.6,,3.9,,,,164.0,,,16.9,,,,709.0,,,0.23076923076923078,,,
2006,2005-06,BOS,3.0,Ryan Gomes,PF,23.0,61.0,,False,22.6,,2.4,,,,149.0,,,5.8,,,,355.0,,,0.41379310344827586,,,
2006,2005-06,BOS,4.0,Tony Allen,PG,24.0,51.0,,False,19.2,,2.6,,,,134.0,,,5.4,,,,274.0,,,0.48148148148148145,,,
2006,2005-06,BOS,5.0,Al Jefferson,PF,21.0,59.0,,False,18.0,,2.3,,,,134.0,,,6.4,,,,379.0,,,0.35937499999999994,,,
2006,2005-06,CHA,1.0,Brevin Knight,PG,30.0,69.0,,False,34.1,,4.6,,,,314.0,,,11.2,,,,772.0,,,0.4107142857142857,,,
2006,2005-06,CHA,2.0,Gerald Wallace,SF,23.0,55.0,,False,34.5,,5.6,,,,306.0,,,10.7,,,,589.0,,,0.5233644859813084,,,
2006,2005-06,CHA,3.0,PrimoÅ¾ Brezec,C,26.0,79.0,,False,27.4,,2.8,,,,224.0,,,10.0,,,,791.0,,,0.27999999999999997,,,
2006,2005-06,CHA,4.0,Raymond Felton,PG,21.0,80.0,,False,30.1,,2.8,,,,222.0,,,11.0,,,,883.0,,,0.2545454545454545,,,
2006,2005-06,CHA,5.0,Melvin Ely,PF,27.0,57.0,,False,23.6,,3.4,,,,192.0,,,7.5,,,,425.0,,,0.4533333333333333,,,
2006,2005-06,CHI,1.0,Kirk Hinrich,PG,25.0,81.0,6.0,True,36.5,39.0,3.9,7.0,3.1,0.7948717948717949,314.0,42.0,-272.0,13.3,15.7,2.3999999999999986,0.18045112781954875,1078.0,94.0,-984.0,0.2932330827067669,0.445859872611465,0.15262678990469808,0.6144206670522462
2006,2005-06,CHI,2.0,Luol Deng,SF,20.0,78.0,6.0,True,33.4,30.0,3.5,3.5,0.0,0.0,276.0,21.0,-255.0,12.2,9.3,-2.8999999999999986,-0.2377049180327868,954.0,56.0,-898.0,0.2868852459016394,0.3763440860215054,0.08945884011986599,0.2377049180327868
