season,season_label,team,players_tracked,avg_reg_fta_per_g,avg_po_fta_per_g,avg_fta_per_g_change,avg_fta_per_g_pct_change,sum_reg_fta_total,sum_po_fta_total,avg_reg_fga_per_g,avg_po_fga_per_g,avg_fga_per_g_pct_change,sum_reg_fga_total,sum_po_fga_total,avg_fta_rate_change,avg_fta_change_minus_fga_change
2009,2008-09,ATL,5,4.04,4.0,-0.040000000000000036,0.013854739297018148,1457.0,208.0,10.92,10.120000000000001,-0.045275940383544454,4006.0,532.0,0.02862197716969399,0.059130679680562605
2009,2008-09,BOS,5,3.9,4.8,0.9,0.33434934042266795,1515.0,301.0,9.6,12.48,0.34346461788957483,3768.0,832.0,0.00761356753761167,-0.009115277466906841
2009,2008-09,CHI,4,3.475,4.3,0.8250000000000001,0.23873779073328635,1118.0,120.0,11.05,13.15,0.23818300773920814,3578.0,369.0,-0.022680117619659775,0.0005547829940782054
2009,2008-09,CLE,5,3.94,4.86,0.9199999999999997,0.15750099170301843,1522.0,339.0,12.18,12.66,0.022831839530906933,4591.0,885.0,0.009830881774383704,0.13466915217211148
2009,2008-09,DAL,5,3.66,4.48,0.8200000000000001,0.18274014542671263,1341.0,224.0,12.14,10.4,-0.10477942908238824,4355.0,520.0,0.10759266431095309,0.2875195745091009
2009,2008-09,DEN,5,4.72,5.0600000000000005,0.3400000000000002,-0.004833166680951117,1760.0,401.0,11.92,11.42,-0.08596378980791762,4471.0,905.0,0.04376388882814522,0.0811306231269665
2009,2008-09,DET,4,3.15,2.075,-1.0750000000000002,-0.31575710325710327,954.0,33.0,10.925,9.85,-0.14354333492637567,3296.0,157.0,0.004742802423107942,-0.17221376833072766
2009,2008-09,HOU,5,3.5200000000000005,3.54,0.020000000000000018,0.057704010760037915,1325.0,207.0,10.8,11.42,0.06399790399336214,4069.0,698.0,0.004842475093502307,-0.006293893233324221
2009,2008-09,LAL,5,4.4,4.58,0.17999999999999972,0.04236126005590104,1644.0,524.0,12.02,11.5,-0.06467971240040789,4558.0,1324.0,0.026700743955800455,0.10704097245630892
2009,2008-09,MIA,4,4.375,3.2750000000000004,-1.1,-0.3319247264123041,1375.0,92.0,12.625,12.1,-0.07091821623584862,4001.0,339.0,-0.08610547661797124,-0.26100651017645543
2009,2008-09,NOH,5,3.6799999999999997,3.7,0.020000000000000018,0.26057372321315764,1328.0,91.0,11.24,9.8,-0.15556831428223467,4157.0,242.0,0.0846927774377462,0.41614203749539236
2009,2008-09,ORL,5,4.92,4.82,-0.09999999999999973,0.03739967014843324,1716.0,568.0,11.540000000000001,11.58,0.003578593863582347,3817.0,1364.0,0.0036639420161378943,0.03382107628485089
2009,2008-09,PHI,5,4.18,3.54,-0.64,-0.2744810606060606,1679.0,105.0,10.440000000000001,11.02,0.00021984958297440737,4170.0,329.0,-0.16570116318349015,-0.274700910189035
2009,2008-09,POR,5,3.88,3.2,-0.6799999999999999,-0.26542177664128885,1476.0,96.0,10.36,11.02,-0.021587876245389076,4031.0,331.0,-0.11119126417816756,-0.24383390039589975
2009,2008-09,SAS,4,3.675,3.55,-0.12500000000000008,-0.12726503759398494,1110.0,69.0,11.775,12.175,0.004748230373230397,3564.0,238.0,-0.042483502324304215,-0.13201326796721535
2009,2008-09,UTA,5,4.68,3.96,-0.7199999999999999,-0.18216813520150224,1707.0,93.0,11.08,9.8,-0.09802244480125047,4019.0,227.0,-0.04929633165564269,-0.08414569040025174
