season,season_label,team,players_tracked,avg_reg_fta_per_g,avg_po_fta_per_g,avg_fta_per_g_change,avg_fta_per_g_pct_change,sum_reg_fta_total,sum_po_fta_total,avg_reg_fga_per_g,avg_po_fga_per_g,avg_fga_per_g_pct_change,sum_reg_fga_total,sum_po_fga_total,avg_fta_rate_change,avg_fta_change_minus_fga_change
2004,2003-04,BOS,5,3.6399999999999997,3.9799999999999995,0.33999999999999975,0.09059533855736379,1387.0,79.0,10.08,9.52,-0.08229605303908706,3794.0,190.0,0.05657027362776266,0.17289139159645084
2004,2003-04,DAL,5,3.46,3.3200000000000003,-0.13999999999999999,-0.14549150929585714,1347.0,83.0,13.76,14.24,0.04571447589350399,5356.0,356.0,-0.04099526344153844,-0.1912059851893611
2004,2003-04,DEN,5,4.1,2.8,-1.3,-0.2787065217391304,1632.0,65.0,11.940000000000001,13.040000000000001,0.1101582303624109,4735.0,310.0,-0.12789994293345683,-0.38886475210154137
2004,2003-04,DET,5,3.8600000000000003,4.0600000000000005,0.19999999999999987,0.006819226750261198,1498.0,464.0,10.42,9.48,-0.15284591786586393,4054.0,1083.0,0.06269945103339299,0.1596651446161251
2004,2003-04,HOU,5,3.6,3.6399999999999997,0.039999999999999855,-0.006031327770458228,1414.0,91.0,11.1,10.92,-0.043345840420183336,4348.0,273.0,0.013780974417190705,0.037314512649725115
2004,2003-04,IND,5,3.8200000000000003,3.96,0.14000000000000004,0.004318104583492644,1470.0,311.0,11.28,10.56,-0.11746434679708777,4377.0,826.0,0.016576444327217433,0.12178245138058041
2004,2003-04,LAL,5,5.74,5.08,-0.6599999999999998,-0.20742874845133552,1839.0,556.0,12.24,12.1,-0.024103273347351,4126.0,1319.0,-0.06972690012057296,-0.1833254751039845
2004,2003-04,MEM,5,3.7600000000000002,3.46,-0.29999999999999993,-0.060213292207553316,1428.0,69.0,9.7,8.24,-0.1695670720734796,3608.0,164.0,0.0269169573588401,0.10935377986592629
2004,2003-04,MIA,5,3.9799999999999995,4.38,0.4000000000000001,0.14426082865258283,1462.0,285.0,11.36,10.92,-0.07791265468627191,4159.0,710.0,0.13758418433197067,0.22217348333885473
2004,2003-04,MIL,5,3.88,3.2,-0.6799999999999999,-0.18571164021164022,1482.0,80.0,10.7,10.680000000000001,-0.0060754943804508296,4033.0,267.0,-0.03931061802934767,-0.1796361458311894
2004,2003-04,MIN,5,3.3,3.5200000000000005,0.22000000000000003,-0.0011399942946798136,1325.0,308.0,11.66,11.440000000000001,-0.06917504697304518,4734.0,1001.0,0.05949996969703879,0.06803505267836538
2004,2003-04,NJN,5,3.7,4.5600000000000005,0.86,0.06791506817822604,1350.0,251.0,10.28,9.28,-0.1567417876241406,3700.0,510.0,0.0575196270866713,0.22465685580236663
2004,2003-04,NOH,5,3.62,2.74,-0.8799999999999999,-0.2987157530139266,1333.0,96.0,12.419999999999998,10.3,-0.1559050475270317,4459.0,360.0,-0.05645029839237921,-0.14281070548689495
2004,2003-04,NYK,3,2.966666666666667,3.266666666666667,0.3,0.1045597484276729,539.0,39.0,11.366666666666667,13.300000000000002,0.13115027825277273,2173.0,159.0,-0.04483231231708257,-0.026590529825099796
2004,2003-04,SAC,5,3.9200000000000004,3.5599999999999996,-0.36000000000000015,0.0049829457981631405,1559.0,213.0,11.64,11.620000000000001,-0.005171088067712692,4643.0,697.0,-0.008092369789876435,0.010154033865875855
2004,2003-04,SAS,5,4.279999999999999,3.8,-0.4800000000000001,-0.1599145299145299,1544.0,188.0,10.8,10.5,-0.08638802889576881,3965.0,518.0,-0.05440869174389383,-0.07352650101876108
