season,season_label,team,players_tracked,avg_reg_fta_per_g,avg_po_fta_per_g,avg_fta_per_g_change,avg_fta_per_g_pct_change,sum_reg_fta_total,sum_po_fta_total,avg_reg_fga_per_g,avg_po_fga_per_g,avg_fga_per_g_pct_change,sum_reg_fga_total,sum_po_fga_total,avg_fta_rate_change,avg_fta_change_minus_fga_change
2000,1999-00,CHH,5,4.8,4.36,-0.4399999999999998,-0.1040126995325866,1850.0,87.0,11.8,12.42,0.06786940325288321,4543.0,248.0,-0.06745746853985704,-0.17188210278546978
2000,1999-00,DET,5,5.3,4.540000000000001,-0.7599999999999996,-0.14985002272382966,2106.0,63.0,11.36,9.16,-0.07383674813799038,4505.0,129.0,0.01575900828701978,-0.07601327458583931
2000,1999-00,IND,5,3.4200000000000004,3.9799999999999995,0.5599999999999999,0.12925804933790414,1358.0,448.0,11.08,11.440000000000001,-0.0072487607316447265,4382.0,1287.0,0.05193719042604981,0.13650681006954885
2000,1999-00,LAL,5,5.04,5.14,0.10000000000000009,-0.06049981932553115,1915.0,583.0,12.819999999999999,12.3,-0.06851900000146893,4842.0,1387.0,0.00966734926047399,0.008019180675937784
2000,1999-00,MIA,5,3.4799999999999995,3.6399999999999997,0.15999999999999986,-0.09318483873883594,1296.0,178.0,11.26,11.059999999999999,-0.008903824602155868,4070.0,524.0,-0.01524049185248188,-0.08428101413668007
2000,1999-00,MIL,5,3.78,3.6399999999999997,-0.13999999999999996,0.06755720470006185,1526.0,91.0,12.5,12.8,0.06449313949561354,5074.0,320.0,0.0273907097877722,0.0030640652044483297
2000,1999-00,MIN,5,3.22,2.2600000000000002,-0.9600000000000002,-0.3202972251248114,1249.0,45.0,12.040000000000001,11.48,-0.09020162157077638,4640.0,229.0,-0.10242106802787265,-0.23009560355403497
2000,1999-00,NYK,5,3.9199999999999995,4.0,0.08000000000000015,-0.014869761065413187,1402.0,307.0,12.24,11.66,-0.06861647392980322,4474.0,909.0,0.011419906296411809,0.053746712864390034
2000,1999-00,PHI,5,4.279999999999999,4.18,-0.1,-0.10968391418767147,1475.0,205.0,11.78,11.3,-0.04462810908206503,4121.0,534.0,-0.022480118785568447,-0.06505580510560646
2000,1999-00,PHO,4,4.075,4.2,0.1250000000000001,0.004476351351351382,1161.0,147.0,12.775,13.55,0.06285303097664757,3676.0,460.0,-0.024551002508914024,-0.058376679625296204
2000,1999-00,POR,5,3.34,4.040000000000001,0.7000000000000004,0.22231384694799336,1307.0,319.0,9.82,10.180000000000001,-0.0010140634559238804,3836.0,810.0,0.10241110331408279,0.22332791040391728
2000,1999-00,SAC,5,3.34,3.3600000000000003,0.019999999999999928,-0.07552317601098091,1292.0,83.0,10.96,9.66,-0.2096264310231911,4259.0,239.0,0.08410442190023117,0.13410325501221018
2000,1999-00,SAS,4,3.375,4.075,0.6999999999999998,0.08364552875243661,1034.0,65.0,8.825,10.9,0.15861548107615137,2729.0,174.0,-0.05411050750055541,-0.07496995232371476
2000,1999-00,SEA,4,4.1,3.6,-0.5000000000000001,-0.04903846153846157,1313.0,72.0,12.9,12.35,-0.11340052924367476,4163.0,247.0,0.030762264745384314,0.06436206770521319
2000,1999-00,TOR,5,4.3,5.8,1.5,0.4908912579957356,1694.0,87.0,12.059999999999999,10.940000000000001,-0.04550227101288782,4759.0,164.0,0.16562926030021957,0.5363935290086234
2000,1999-00,UTA,5,4.12,4.04,-0.07999999999999999,0.03153426595221827,1679.0,196.0,10.14,10.540000000000001,-0.01213047976205871,4110.0,522.0,0.07099588380887302,0.043664745714276976
2001,2000-01,CHH,5,4.16,5.26,1.1,0.2513758599124453,1655.0,263.0,12.559999999999999,12.760000000000002,0.004621670886671025,4979.0,638.0,0.0675552211945609,0.24675418902577428
